code,unit,statisticalUnit,description
QS420EW0004,Count,Communal establishment,Medical and care establishment: NHS: General hospital
QS420EW0005,Count,Communal establishment,Medical and care establishment: NHS: Mental health hospital/unit (including secure units)
QS420EW0006,Count,Communal establishment,Medical and care establishment: NHS: Other hospital
QS420EW0007,Count,Communal establishment,Medical and care establishment: Local Authority: Total
QS420EW0008,Count,Communal establishment,Medical and care establishment: Local Authority: Children's home (including secure units)
QS420EW0009,Count,Communal establishment,Medical and care establishment: Local Authority: Care home with nursing
QS420EW0010,Count,Communal establishment,Medical and care establishment: Local Authority: Care home without nursing
QS420EW0011,Count,Communal establishment,Medical and care establishment: Local Authority: Other home
QS420EW0012,Count,Communal establishment,Medical and care establishment: Registered Social Landlord/Housing Association: Total
QS420EW0013,Count,Communal establishment,Medical and care establishment: Registered Social Landlord/Housing Association: Home or hostel
QS420EW0014,Count,Communal establishment,Medical and care establishment: Registered Social Landlord/Housing Association: Sheltered housing only
QS420EW0015,Count,Communal establishment,Medical and care establishment: Other: Total
QS420EW0016,Count,Communal establishment,Medical and care establishment: Other: Care home with nursing
QS420EW0017,Count,Communal establishment,Medical and care establishment: Other: Care home without nursing
QS420EW0018,Count,Communal establishment,Medical and care establishment: Other: Children's home (including secure units)
QS420EW0019,Count,Communal establishment,Medical and care establishment: Other: Mental health hospital/unit (including secure units)
QS420EW0020,Count,Communal establishment,Medical and care establishment: Other: Other hospital
QS420EW0021,Count,Communal establishment,Medical and care establishment: Other: Other establishment
QS420EW0022,Count,Communal establishment,Other establishment: Total
QS420EW0023,Count,Communal establishment,Other establishment: Defence
QS420EW0024,Count,Communal establishment,Other establishment: Prison service
QS420EW0025,Count,Communal establishment,Other establishment: Approved premises (probation/bail hostel)
QS420EW0026,Count,Communal establishment,Other establishment: Detention centres and other detention
QS420EW0027,Count,Communal establishment,Other establishment: Education
QS420EW0028,Count,Communal establishment,Other establishment: Hotel: guest house; B&B; youth hostel
QS420EW0029,Count,Communal establishment,Other establishment: Hostel or temporary shelter for the homeless
QS420EW0030,Count,Communal establishment,Other establishment: Holiday accommodation (for example holiday parks)
QS420EW0031,Count,Communal establishment,Other establishment: Other travel or temporary accommodation
QS420EW0032,Count,Communal establishment,Other establishment: Religious
QS420EW0033,Count,Communal establishment,Other establishment: Staff/worker accommodation only
QS420EW0034,Count,Communal establishment,Other establishment: Other
QS420EW0035,Count,Communal establishment,Establishment not stated
QS421EW0001,Count,Person,All categories: Communal establishment management and type
QS421EW0002,Count,Person,Medical and care establishment: Total
QS421EW0003,Count,Person,Medical and care establishment: NHS: Total
QS421EW0004,Count,Person,Medical and care establishment: NHS: General hospital
QS421EW0005,Count,Person,Medical and care establishment: NHS: Mental health hospital/unit (including secure units)
QS421EW0006,Count,Person,Medical and care establishment: NHS: Other hospital
QS421EW0007,Count,Person,Medical and care establishment: Local Authority: Total
QS421EW0008,Count,Person,Medical and care establishment: Local Authority: Children's home (including secure units)
QS421EW0009,Count,Person,Medical and care establishment: Local Authority: Care home with nursing
QS421EW0010,Count,Person,Medical and care establishment: Local Authority: Care home without nursing
QS421EW0011,Count,Person,Medical and care establishment: Local Authority: Other home
QS421EW0012,Count,Person,Medical and care establishment: Registered Social Landlord/Housing Association: Total
QS421EW0013,Count,Person,Medical and care establishment: Registered Social Landlord/Housing Association: Home or hostel
QS421EW0014,Count,Person,Medical and care establishment: Registered Social Landlord/Housing Association: Sheltered housing only
QS421EW0015,Count,Person,Medical and care establishment: Other: Total
QS421EW0016,Count,Person,Medical and care establishment: Other: Care home with nursing
QS421EW0017,Count,Person,Medical and care establishment: Other: Care home without nursing
QS421EW0018,Count,Person,Medical and care establishment: Other: Children's home (including secure units)
QS421EW0019,Count,Person,Medical and care establishment: Other: Mental health hospital/unit (including secure units)
QS421EW0020,Count,Person,Medical and care establishment: Other: Other hospital
QS421EW0021,Count,Person,Medical and care establishment: Other: Other establishment
QS421EW0022,Count,Person,Other establishment: Total
QS421EW0023,Count,Person,Other establishment: Defence
QS421EW0024,Count,Person,Other establishment: Prison service
QS421EW0025,Count,Person,Other establishment: Approved premises (probation/bail hostel)
QS421EW0026,Count,Person,Other establishment: Detention centres and other detention
QS421EW0027,Count,Person,Other establishment: Education
QS421EW0028,Count,Person,Other establishment: Hotel: guest house; B&B; youth hostel
QS421EW0029,Count,Person,Other establishment: Hostel or temporary shelter for the homeless
QS421EW0030,Count,Person,Other establishment: Holiday accommodation (for example holiday parks)
QS421EW0031,Count,Person,Other establishment: Other travel or temporary accommodation
QS421EW0032,Count,Person,Other establishment: Religious
QS421EW0033,Count,Person,Other establishment: Staff/worker accommodation only
QS421EW0034,Count,Person,Other establishment: Other
QS421EW0035,Count,Person,Establishment not stated
QS501EW0001,Count,Person,All categories: Highest level of qualification
QS501EW0002,Count,Person,No qualifications
QS501EW0003,Count,Person,Level 1 qualifications
QS501EW0004,Count,Person,Level 2 qualifications
QS501EW0005,Count,Person,Apprenticeship
QS501EW0006,Count,Person,Level 3 qualifications
QS501EW0007,Count,Person,Level 4 qualifications and above
QS501EW0008,Count,Person,Other qualifications
QS502EW0001,Count,Person,All usual residents aged 16 and over
QS502EW0002,Count,Person,No qualifications
QS502EW0003,Count,Person,"1-4 O levels/CSE/GCSEs (any grades), Entry Level, Foundation Diploma"
QS502EW0004,Count,Person,"NVQ Level 1, Foundation GNVQ, Basic Skills"
QS502EW0005,Count,Person,"5+ O level (Passes)/CSEs (Grade 1)/GCSEs (Grades A*-C), School Certificate, 1 A level/2-3 AS levels/VCEs, Higher Diploma, Welsh Baccalaureate Intermediate Diploma"
QS502EW0006,Count,Person,"NVQ Level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First/General Diploma, RSA Diploma"
QS502EW0007,Count,Person,Apprenticeship
QS502EW0008,Count,Person,"2+ A levels/VCEs, 4+ AS levels, Higher School Certificate, Progression/Advanced Diploma, Welsh Baccalaureate Advanced Diploma"
QS502EW0009,Count,Person,"NVQ Level 3, Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma"
QS502EW0010,Count,Person,"Degree (for example BA, BSc), Higher degree (for example MA, PhD, PGCE)"
QS502EW0011,Count,Person,"NVQ Level 4-5, HNC, HND, RSA Higher Diploma, BTEC Higher Level"
QS502EW0012,Count,Person,"Professional qualifications (for example teaching, nursing, accountancy)"
QS502EW0013,Count,Person,Other vocational/work-related qualifications
QS502EW0014,Count,Person,Foreign qualifications
QS601EW0001,Count,Person,All categories: Economic activity
QS601EW0002,Count,Person,Economically active: Total
QS601EW0003,Count,Person,Economically active: Employee: Part-time
QS601EW0004,Count,Person,Economically active: Employee: Full-time
QS601EW0005,Count,Person,Economically active: Self-employed with employees: Part-time
QS601EW0006,Count,Person,Economically active: Self-employed with employees: Full-time
QS601EW0007,Count,Person,Economically active: Self-employed without employees: Part-time
QS601EW0008,Count,Person,Economically active: Self-employed without employees: Full-time
QS601EW0009,Count,Person,Economically active: Unemployed
QS601EW0010,Count,Person,Economically active: Full-time student
QS601EW0011,Count,Person,Economically inactive: Total
QS601EW0012,Count,Person,Economically inactive: Retired
QS601EW0013,Count,Person,Economically inactive: Student (including full-time students)
QS601EW0014,Count,Person,Economically inactive: Looking after home or family
QS601EW0015,Count,Person,Economically inactive: Long-term sick or disabled
QS601EW0016,Count,Person,Economically inactive: Other
QS602EW0001,Count,Person,All categories: Economic activity
QS602EW0002,Count,Person,Economically active: Total
QS602EW0003,Count,Person,Economically active: Employee: Part-time
QS602EW0004,Count,Person,Economically active: Employee: Full-time
QS602EW0005,Count,Person,Economically active: Self-employed with employees: Part-time
QS602EW0006,Count,Person,Economically active: Self-employed with employees: Full-time
QS602EW0007,Count,Person,Economically active: Self-employed without employees: Part-time
QS602EW0008,Count,Person,Economically active: Self-employed without employees: Full-time
QS602EW0009,Count,Person,Economically active: Unemployed
QS602EW0010,Count,Person,Economically active: Full-time student
QS602EW0011,Count,Person,Economically inactive: Total
QS602EW0012,Count,Person,Economically inactive: Retired
QS602EW0013,Count,Person,Economically inactive: Student (including full-time students)
QS602EW0014,Count,Person,Economically inactive: Looking after home or family
QS602EW0015,Count,Person,Economically inactive: Long-term sick or disabled
QS602EW0016,Count,Person,Economically inactive: Other
QS603EW0001,Count,Person,All categories: Full-time students and economic activity
QS603EW0002,Count,Person,Full-time students: Economically active: In employment
QS603EW0003,Count,Person,Full-time students: Economically active: Unemployed
QS603EW0004,Count,Person,Full-time students: Economically inactive
QS604EW0001,Count,Person,All categories: Hours worked
QS604EW0002,Count,Person,Part-time: Total
QS604EW0003,Count,Person,Part-time: 15 hours or less worked
QS604EW0004,Count,Person,Part-time: 16 to 30 hours worked
QS604EW0005,Count,Person,Full-time: Total
QS604EW0006,Count,Person,Full-time: 31 to 48 hours worked
QS604EW0007,Count,Person,Full-time: 49 or more hours worked
QS605EW0001,Count,Person,All categories: Industry
QS605EW0002,Count,Person,"A Agriculture, forestry and fishing"
QS605EW0003,Count,Person,B Mining and quarrying
QS605EW0004,Count,Person,C Manufacturing
QS605EW0005,Count,Person,"C10-12 Manufacturing: Food, beverages and tobacco"
QS605EW0006,Count,Person,"C13-15 Manufacturing: Textiles, wearing apparel and leather and related products"
QS605EW0007,Count,Person,"C16,17 Manufacturing: Wood, paper and paper products"
QS605EW0008,Count,Person,"C19-22 Manufacturing: Chemicals, chemical products, rubber and plastic"
QS605EW0009,Count,Person,C23-25 Manufacturing: Low tech
QS605EW0010,Count,Person,C26-30 Manufacturing: High tech
QS605EW0011,Count,Person,"C18, 31, 32 Manufacturing: Other"
QS605EW0012,Count,Person,"D Electricity, gas, steam and air conditioning supply"
QS605EW0013,Count,Person,"E Water supply, sewerage, waste management and remediation activities"
QS605EW0014,Count,Person,F Construction
QS605EW0015,Count,Person,G Wholesale and retail trade; repair of motor vehicles and motor cycles
QS605EW0016,Count,Person,H Transport and storage
QS605EW0017,Count,Person,I Accommodation and food service activities
QS605EW0018,Count,Person,J Information and communication
QS605EW0019,Count,Person,K Financial and insurance activities
QS605EW0020,Count,Person,L Real estate activities
QS605EW0021,Count,Person,"M Professional, scientific and technical activities"
QS605EW0022,Count,Person,N Administrative and support service activities
QS605EW0023,Count,Person,O Public administration and defence; compulsory social security
QS605EW0024,Count,Person,P Education
QS605EW0025,Count,Person,Q Human health and social work activities
QS605EW0026,Count,Person,"R,S Arts, entertainment and recreation; other service activities"
QS605EW0027,Count,Person,T Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use
QS605EW0028,Count,Person,U Activities of extraterritorial organisations and bodies
QS606EW0001,Count,Person,All categories: Occupation
QS606EW0002,Count,Person,"Managers, directors and senior officials"
QS606EW0003,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors"
QS606EW0004,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Chief Executives and Senior Officials"
QS606EW0005,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Production Managers and Directors"
QS606EW0006,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Functional Managers and Directors"
QS606EW0007,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Financial Institution Managers and Directors"
QS606EW0008,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Managers and Directors in Transport and Logistics"
QS606EW0009,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Senior Officers in Protective Services"
QS606EW0010,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Health and Social Services Managers and Directors"
QS606EW0011,Count,Person,"Managers, directors and senior officials;     Corporate managers and directors;         Managers and Directors in Retail and Wholesale"
QS606EW0012,Count,Person,"Managers, directors and senior officials;     Other managers and proprietors"
QS606EW0013,Count,Person,"Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Agriculture Related Services"
QS606EW0014,Count,Person,"Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Hospitality and Leisure Services"
QS606EW0015,Count,Person,"Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Health and Care Services"
QS606EW0016,Count,Person,"Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Other Services"
QS606EW0017,Count,Person,Professional occupations
QS606EW0018,Count,Person,"Professional occupations;     Science, research, engineering and technology professionals"
QS606EW0019,Count,Person,"Professional occupations;     Science, research, engineering and technology professionals;         Natural and Social Science Professionals"
QS606EW0020,Count,Person,"Professional occupations;     Science, research, engineering and technology professionals;         Engineering Professionals"
QS606EW0021,Count,Person,"Professional occupations;     Science, research, engineering and technology professionals;         Information Technology and Telecommunications Professionals"
QS606EW0022,Count,Person,"Professional occupations;     Science, research, engineering and technology professionals;         Conservation and Environment Professionals"
QS606EW0023,Count,Person,"Professional occupations;     Science, research, engineering and technology professionals;         Research and Development Managers "
QS606EW0024,Count,Person,Professional occupations;     Health professionals
QS606EW0025,Count,Person,Professional occupations;     Health professionals;         Health Professionals
QS606EW0026,Count,Person,Professional occupations;     Health professionals;         Therapy Professionals
QS606EW0027,Count,Person,Professional occupations;     Health professionals;         Nursing and Midwifery Professionals
QS606EW0028,Count,Person,Professional occupations;     Teaching and educational professionals
QS606EW0029,Count,Person,Professional occupations;     Teaching and educational professionals;         Teaching and Educational Professionals
QS606EW0030,Count,Person,"Professional occupations;     Business, media and public service professionals"
QS606EW0031,Count,Person,"Professional occupations;     Business, media and public service professionals;         Legal Professionals"
QS606EW0032,Count,Person,"Professional occupations;     Business, media and public service professionals;         Business, Research and Administrative Professionals"
QS606EW0033,Count,Person,"Professional occupations;     Business, media and public service professionals;         Architects, Town Planners and Surveyors"
QS606EW0034,Count,Person,"Professional occupations;     Business, media and public service professionals;         Welfare Professionals"
QS606EW0035,Count,Person,"Professional occupations;     Business, media and public service professionals;         Librarians and Related Professionals"
QS606EW0036,Count,Person,"Professional occupations;     Business, media and public service professionals;         Quality and Regulatory Professionals"
QS606EW0037,Count,Person,"Professional occupations;     Business, media and public service professionals;         Media Professionals"
QS606EW0038,Count,Person,Associate professional and technical occupations
QS606EW0039,Count,Person,"Associate professional and technical occupations;     Science, engineering and technology associate professionals"
QS606EW0040,Count,Person,"Associate professional and technical occupations;     Science, engineering and technology associate professionals;         Science, Engineering and Production Technicians"
QS606EW0041,Count,Person,"Associate professional and technical occupations;     Science, engineering and technology associate professionals;         Draughtspersons and Related Architectural Technicians"
QS606EW0042,Count,Person,"Associate professional and technical occupations;     Science, engineering and technology associate professionals;         Information Technology Technicians"
QS606EW0043,Count,Person,Associate professional and technical occupations;     Health and social care associate professionals
QS606EW0044,Count,Person,Associate professional and technical occupations;     Health and social care associate professionals;         Health Associate Professionals
QS606EW0045,Count,Person,Associate professional and technical occupations;     Health and social care associate professionals;         Welfare and Housing Associate Professionals
QS606EW0046,Count,Person,Associate professional and technical occupations;     Protective service occupations
QS606EW0047,Count,Person,Associate professional and technical occupations;     Protective service occupations;         Protective Service Occupations
QS606EW0048,Count,Person,"Associate professional and technical occupations;     Culture, media and sports occupations"
QS606EW0049,Count,Person,"Associate professional and technical occupations;     Culture, media and sports occupations;         Artistic, Literary and Media Occupations"
QS606EW0050,Count,Person,"Associate professional and technical occupations;     Culture, media and sports occupations;         Design Occupations"
QS606EW0051,Count,Person,"Associate professional and technical occupations;     Culture, media and sports occupations;         Sports and Fitness Occupations"
QS606EW0052,Count,Person,Associate professional and technical occupations;     Business and public service associate professionals
QS606EW0053,Count,Person,Associate professional and technical occupations;     Business and public service associate professionals;         Transport Associate Professionals
QS606EW0054,Count,Person,Associate professional and technical occupations;     Business and public service associate professionals;         Legal Associate Professionals
QS606EW0055,Count,Person,"Associate professional and technical occupations;     Business and public service associate professionals;         Business, Finance and Related Associate Professionals"
QS606EW0056,Count,Person,"Associate professional and technical occupations;     Business and public service associate professionals;         Sales, Marketing and Related Associate Professionals"
QS606EW0057,Count,Person,Associate professional and technical occupations;     Business and public service associate professionals;         Conservation and Environmental associate professionals
QS606EW0058,Count,Person,Associate professional and technical occupations;     Business and public service associate professionals;         Public Services and Other Associate Professionals
QS606EW0059,Count,Person,Administrative and secretarial occupations
QS606EW0060,Count,Person,Administrative and secretarial occupations;     Administrative occupations
QS606EW0061,Count,Person,Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Government and Related Organisations
QS606EW0062,Count,Person,Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Finance
QS606EW0063,Count,Person,Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Records
QS606EW0064,Count,Person,Administrative and secretarial occupations;     Administrative occupations;         Other Administrative Occupations
QS606EW0065,Count,Person,Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Office Managers and Supervisors
QS606EW0066,Count,Person,Administrative and secretarial occupations;     Secretarial and related occupations
QS606EW0067,Count,Person,Administrative and secretarial occupations;     Secretarial and related occupations;         Secretarial and Related Occupations
QS606EW0068,Count,Person,Skilled trades occupations
QS606EW0069,Count,Person,Skilled trades occupations;     Skilled agricultural and related trades
QS606EW0070,Count,Person,Skilled trades occupations;     Skilled agricultural and related trades;         Agricultural and Related Trades
QS606EW0071,Count,Person,"Skilled trades occupations;     Skilled metal, electrical and electronic trades"
QS606EW0072,Count,Person,"Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Metal Forming, Welding and Related Trades"
QS606EW0073,Count,Person,"Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Metal Machining, Fitting and Instrument Making Trades"
QS606EW0074,Count,Person,"Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Vehicle Trades"
QS606EW0075,Count,Person,"Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Electrical and Electronic Trades"
QS606EW0076,Count,Person,"Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Skilled Metal, Electrical and Electronic Trades Supervisors"
QS606EW0077,Count,Person,Skilled trades occupations;     Skilled construction and building trades
QS606EW0078,Count,Person,Skilled trades occupations;     Skilled construction and building trades;         Construction and Building Trades
QS606EW0079,Count,Person,Skilled trades occupations;     Skilled construction and building trades;         Building Finishing Trades
QS606EW0080,Count,Person,Skilled trades occupations;     Skilled construction and building trades;         Construction and Building Trades Supervisors
QS606EW0081,Count,Person,"Skilled trades occupations;     Textiles, printing and other skilled trades"
QS606EW0082,Count,Person,"Skilled trades occupations;     Textiles, printing and other skilled trades;         Textiles and Garments Trades"
QS606EW0083,Count,Person,"Skilled trades occupations;     Textiles, printing and other skilled trades;         Printing Trades"
QS606EW0084,Count,Person,"Skilled trades occupations;     Textiles, printing and other skilled trades;         Food Preparation and Hospitality Trades"
QS606EW0085,Count,Person,"Skilled trades occupations;     Textiles, printing and other skilled trades;         Other Skilled Trades"
QS606EW0086,Count,Person,"Caring, leisure and other service occupations"
QS606EW0087,Count,Person,"Caring, leisure and other service occupations;     Caring personal service occupations"
QS606EW0088,Count,Person,"Caring, leisure and other service occupations;     Caring personal service occupations;         Childcare and Related Personal Services"
QS606EW0089,Count,Person,"Caring, leisure and other service occupations;     Caring personal service occupations;         Animal Care and Control Services"
QS607EW0024,Count,Person,4. Small employers and own account workers
QS606EW0090,Count,Person,"Caring, leisure and other service occupations;     Caring personal service occupations;         Caring Personal Services"
QS606EW0091,Count,Person,"Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations"
QS606EW0092,Count,Person,"Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Leisure and Travel Services"
QS606EW0093,Count,Person,"Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Hairdressers and Related Services"
QS606EW0094,Count,Person,"Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Housekeeping and Related Services"
QS606EW0095,Count,Person,"Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Cleaning and Housekeeping Managers and Supervisors"
QS606EW0096,Count,Person,Sales and customer service occupations
QS606EW0097,Count,Person,Sales and customer service occupations;     Sales occupations
QS606EW0098,Count,Person,Sales and customer service occupations;     Sales occupations;         Sales Assistants and Retail Cashiers
QS606EW0099,Count,Person,Sales and customer service occupations;     Sales occupations;         Sales Related Occupations
QS606EW0100,Count,Person,Sales and customer service occupations;     Sales occupations;         Sales Supervisors
QS606EW0101,Count,Person,Sales and customer service occupations;     Customer service occupations
QS606EW0102,Count,Person,Sales and customer service occupations;     Customer service occupations;         Customer Service Occupations
QS606EW0103,Count,Person,Sales and customer service occupations;     Customer service occupations;         Customer Service Managers and Supervisors
QS606EW0104,Count,Person,"Process, plant and machine operatives"
QS606EW0105,Count,Person,"Process, plant and machine operatives;     Process, plant and machine operatives"
QS606EW0106,Count,Person,"Process, plant and machine operatives;     Process, plant and machine operatives;         Process Operatives"
QS606EW0107,Count,Person,"Process, plant and machine operatives;     Process, plant and machine operatives;         Plant and Machine Operatives"
QS606EW0108,Count,Person,"Process, plant and machine operatives;     Process, plant and machine operatives;         Assemblers and Routine Operatives"
QS606EW0109,Count,Person,"Process, plant and machine operatives;     Process, plant and machine operatives;         Construction Operatives"
QS606EW0110,Count,Person,"Process, plant and machine operatives;     Transport and mobile machine drivers and operatives"
QS606EW0111,Count,Person,"Process, plant and machine operatives;     Transport and mobile machine drivers and operatives;         Road Transport Drivers"
QS606EW0112,Count,Person,"Process, plant and machine operatives;     Transport and mobile machine drivers and operatives;         Mobile Machine Drivers and Operatives"
QS606EW0113,Count,Person,"Process, plant and machine operatives;     Transport and mobile machine drivers and operatives;         Other Drivers and Transport Operatives"
QS606EW0114,Count,Person,Elementary occupations
QS606EW0115,Count,Person,Elementary occupations;     Elementary trades and related occupations
QS606EW0116,Count,Person,Elementary occupations;     Elementary trades and related occupations;         Elementary Agricultural Occupations
QS606EW0117,Count,Person,Elementary occupations;     Elementary trades and related occupations;         Elementary Construction Occupations
QS606EW0118,Count,Person,Elementary occupations;     Elementary trades and related occupations;         Elementary Process Plant Occupations
QS606EW0119,Count,Person,Elementary occupations;     Elementary administration and service occupations
QS606EW0120,Count,Person,Elementary occupations;     Elementary administration and service occupations;         Elementary Administration Occupations
QS606EW0121,Count,Person,Elementary occupations;     Elementary administration and service occupations;         Elementary Cleaning Occupations
QS606EW0122,Count,Person,Elementary occupations;     Elementary administration and service occupations;         Elementary Security Occupations
QS606EW0123,Count,Person,Elementary occupations;     Elementary administration and service occupations;         Elementary Sales Occupations
QS606EW0124,Count,Person,Elementary occupations;     Elementary administration and service occupations;         Elementary Storage Occupations
QS606EW0125,Count,Person,Elementary occupations;     Elementary administration and service occupations;         Other Elementary Services Occupations
QS607EW0001,Count,Person,All categories: NS-SeC
QS607EW0002,Count,Person,"1. Higher managerial, administrative and professional occupations"
QS607EW0003,Count,Person,1.1 Large employers and higher managerial and administrative occupations
QS607EW0004,Count,Person,L1 Employers in large establishments
QS607EW0005,Count,Person,L2 Higher managerial and administrative occupations
QS607EW0006,Count,Person,1.2 Higher professional occupations
QS607EW0007,Count,Person,L3.1 Traditional employees
QS607EW0008,Count,Person,L3.2 New employees
QS607EW0009,Count,Person,L3.3 Traditional self-employed
QS607EW0010,Count,Person,L3.4 New self-employed
QS607EW0011,Count,Person,"2. Lower managerial, administrative and professional occupations"
QS607EW0012,Count,Person,L4 Lower professional and higher technical occupations
QS607EW0013,Count,Person,L4.1 Traditional employees
QS607EW0014,Count,Person,L4.2 New employees
QS607EW0015,Count,Person,L4.3 Traditional self-employed
QS607EW0016,Count,Person,L4.4 New self-employed
QS607EW0017,Count,Person,L5 Lower managerial and administrative occupations
QS607EW0018,Count,Person,L6 Higher supervisory occupations
QS607EW0019,Count,Person,3. Intermediate occupations
QS607EW0020,Count,Person,L7.1 Intermediate clerical and administrative occupations
QS607EW0021,Count,Person,L7.2 Intermediate sales and service occupations
QS607EW0022,Count,Person,L7.3 Intermediate technical and auxiliary occupations
QS607EW0023,Count,Person,L7.4 Intermediate engineering occupations
QS607EW0025,Count,Person,L8 Employers in small establishments
QS607EW0026,Count,Person,"L8.1 Employers in small establishments in industry, commerce, services etc."
QS607EW0027,Count,Person,L8.2 Employers in small establishments in agriculture
QS607EW0028,Count,Person,L9 Own account workers
QS607EW0029,Count,Person,L9.1 Own account workers (non-professional)
QS607EW0030,Count,Person,L9.2 Own account workers (agriculture)
QS607EW0031,Count,Person,5. Lower supervisory and technical occupations
QS607EW0032,Count,Person,L10 Lower supervisory occupations
QS607EW0033,Count,Person,L11 Lower technical occupations
QS607EW0034,Count,Person,L11.1 Lower technical craft occupations
QS607EW0035,Count,Person,L11.2 Lower technical process operative occupations
QS607EW0036,Count,Person,6. Semi-routine occupations
QS607EW0037,Count,Person,L12.1 Semi-routine sales occupations
QS607EW0038,Count,Person,L12.2 Semi-routine service occupations
QS607EW0039,Count,Person,L12.3 Semi-routine technical occupations
QS607EW0040,Count,Person,L12.4 Semi-routine operative occupations
QS607EW0041,Count,Person,L12.5 Semi-routine agricultural occupations
QS607EW0042,Count,Person,L12.6 Semi-routine clerical occupations
QS607EW0043,Count,Person,L12.7 Semi-routine childcare occupations
QS607EW0044,Count,Person,7. Routine occupations
QS607EW0045,Count,Person,L13.1 Routine sales and service occupations
QS607EW0046,Count,Person,L13.2 Routine production occupations
QS607EW0047,Count,Person,L13.3 Routine technical occupations
QS607EW0048,Count,Person,L13.4 Routine operative occupations
QS607EW0049,Count,Person,L13.5 Routine agricultural occupations
QS607EW0050,Count,Person,8. Never worked and long-term unemployed
QS607EW0051,Count,Person,L14.1 Never worked
QS607EW0052,Count,Person,L14.2 Long-term unemployed
QS607EW0053,Count,Person,Not classified
QS607EW0054,Count,Person,L15 Full-time students
QS607EW0055,Count,Person,L17 Not classifiable for other reasons
QS608EW0001,Count,Person,All categories: NS-SeC of Household Reference Person
QS608EW0002,Count,Person,"1. Higher managerial, administrative and professional occupations"
QS608EW0003,Count,Person,1.1 Large employers and higher managerial and administrative occupations
QS608EW0004,Count,Person,L1 Employers in large establishments
QS608EW0005,Count,Person,L2 Higher managerial and administrative occupations
QS608EW0006,Count,Person,1.2 Higher professional occupations
QS608EW0007,Count,Person,L3.1 Traditional employees
QS608EW0008,Count,Person,L3.2 New employees
QS608EW0009,Count,Person,L3.3 Traditional self-employed
QS608EW0010,Count,Person,L3.4 New self-employed
QS608EW0011,Count,Person,"2. Lower managerial, administrative and professional occupations"
QS608EW0012,Count,Person,L4 Lower professional and higher technical occupations
QS608EW0013,Count,Person,L4.1 Traditional employees
QS608EW0014,Count,Person,L4.2 New employees
QS608EW0015,Count,Person,L4.3 Traditional self-employed
QS608EW0016,Count,Person,L4.4 New self-employed
QS608EW0017,Count,Person,L5 Lower managerial and administrative occupations
QS608EW0018,Count,Person,L6 Higher supervisory occupations
QS608EW0019,Count,Person,3. Intermediate occupations
QS608EW0020,Count,Person,L7.1 Intermediate clerical and administrative occupations
QS608EW0021,Count,Person,L7.2 Intermediate sales and service occupations
QS608EW0022,Count,Person,L7.3 Intermediate technical and auxiliary occupations
QS608EW0023,Count,Person,L7.4 Intermediate engineering occupations
QS608EW0024,Count,Person,4. Small employers and own account workers
QS608EW0025,Count,Person,L8 Employers in small establishments
QS608EW0026,Count,Person,"L8.1 Employers in small establishments in industry, commerce, services etc."
QS608EW0027,Count,Person,L8.2 Employers in small establishments in agriculture
QS608EW0028,Count,Person,L9 Own account workers
QS608EW0029,Count,Person,L9.1 Own account workers (non-professional)
QS608EW0030,Count,Person,L9.2 Own account workers (agriculture)
QS608EW0031,Count,Person,5. Lower supervisory and technical occupations
QS608EW0032,Count,Person,L10 Lower supervisory occupations
QS608EW0033,Count,Person,L11 Lower technical occupations
QS608EW0034,Count,Person,L11.1 Lower technical craft occupations
QS608EW0035,Count,Person,L11.2 Lower technical process operative occupations
QS608EW0036,Count,Person,6. Semi-routine occupations
QS608EW0037,Count,Person,L12.1 Semi-routine sales occupations
QS608EW0038,Count,Person,L12.2 Semi-routine service occupations
